location,month,day,year,num,sex,TL,JAWPROJ,ROSTBH,ROSTJAW,ROSTEYE,ROSTFLIP,EYEEAR,NOTCHTOFIN,WFLUKES,NOTCHANUS,NOTCHUMBIL,NOTCHGROOVE,ANUSREPRO,HDORS,BDORS,FLIPAXIL,FLIPTIP,LFLIP,WFLIP,LHEAD,WSKULL,LSKULL,FLIPHUMER,TAILDEPTH,ROSTAXIL
south georgia,3,23,1926,713,f,18.85,,3.55,3.8,3.9,7.75,0.94,4.55,0.91,4.9,8.2,8,0.5,0.5,1,1.4,,,,4.9,2.13,,,1.9,
south georgia,3,23,1926,714,f,21.5,,4.2,,4.67,9,0.97,5,1.04,5.9,9.3,8.8,0.5,0.6,1.1,1.75,,,,,,,,1.9,
south georgia,3,23,1926,715,m,14.2,,2.15,2.35,2.4,5.25,0.65,,0.8,4.45,7,,0.65,0.45,0.8,1.1,1.58,1.59,0.44,,,,,,
south georgia,3,24,1926,717,f,19.45,,3.7,3.95,4.04,8,0.93,4.85,0.9,5.65,9,8.8,0.6,,1,1.74,2.2,2.25,0.54,4.9,2,,,1.75,
south georgia,3,24,1926,719,m,17.35,,3.35,3.55,3.72,7.2,0.86,4.35,0.84,5.35,8.55,8.4,1.35,0.41,0.9,1.53,,,,,,,,1.4,
south georgia,3,25,1926,721,f,21,,3.9,,4.45,8.65,1,4.8,1.1,5.65,9.4,9,0.55,0.46,1.05,1.7,2.3,2.34,0.58,5.35,2.23,,,,
south georgia,3,25,1926,722,m,15.75,,3,,3.35,7,0.95,4.39,1.08,4.5,7.25,7.35,1.3,0.44,1.02,1.47,1.85,1.9,0.47,4.1,1.71,,,1.4,
south georgia,3,25,1926,723,m,21.5,,4.1,,4.35,8.6,1.02,5.55,,6.3,10.1,9.9,1.5,0.51,1.36,1.8,1.8,1.83,0.5,5.35,2.31,,,2.1,
south georgia,3,25,1926,724,f,23.1,,4,,4.8,9.35,1.08,5.65,1.1,6.2,10.1,10.35,0.6,0.55,1.05,1.75,2.35,2.44,0.62,5.9,2.31,,,1.82,
south georgia,3,25,1926,725,m,20.1,,3.9,4.25,4.3,8,1.01,5,1.2,5.65,9.4,9,1.45,0.52,1.11,1.57,2.2,2.29,0.56,5.3,2.1,,,1.9,
south georgia,3,26,1926,727,f,20.95,,4.2,,4.47,8.9,1.05,5.25,1.05,5.8,9.5,9.2,0.65,0.42,1.12,1.6,2.25,2.3,0.61,5.65,2.46,,,2,
south georgia,3,27,1926,728,m,20.25,,3.7,,4.05,8.2,0.9,4.9,1,6.05,9.8,,1,0.5,1.1,1.7,2.2,2.25,0.56,5.05,2.21,,,,
south georgia,3,29,1926,729,m,20.6,,3.9,,4.4,8.7,1.05,4.8,1.1,5.6,9.1,9,1.6,,1.1,1.85,2.45,,0.62,,,,,2.1,
south georgia,3,29,1926,730,m,19.8,,3.8,,4.4,8,0.9,4.95,1,5.55,9.08,9,1.4,0.6,1.3,1.65,2.15,2.22,0.55,5.25,2,,,1.9,
south georgia,3,29,1926,731,f,18.7,,3.75,3.9,3.95,7.9,0.94,4.55,0.95,5.15,8.3,8.3,0.55,0.5,1.2,1.85,,,,,,,,1.8,
south georgia,3,29,1926,732,f,21.9,,4.7,,5.2,9.7,1.2,5.25,1.08,6,9.6,9.3,0.7,,1.08,2,2.65,2.7,0.63,6.3,2.61,,,2.4,
south georgia,3,29,1926,733,f,18,,3.4,,3.9,7.5,0.95,4.3,0.92,5,7.9,,0.5,0.4,1,1.55,2.08,2.15,0.56,4.7,2.04,,,,
south georgia,3,29,1926,734,m,16.8,,3,3.3,3.35,6.55,0.83,4,0.9,4.85,,7.8,1.15,0.45,1.05,1.37,1.86,1.9,0.46,,,,,1.5,
south georgia,3,29,1926,735,f,18.25,,3.35,,3.8,7.25,0.9,4.3,0.83,4.95,8.1,8.05,0.6,0.45,0.85,1.4,1.85,1.92,0.48,4.65,2.01,,,1.6,
south georgia,3,29,1926,736,f,20.2,,3.7,,4.2,8.15,1,5,1.1,5.7,9.2,9,0.7,0.37,0.85,1.65,2.2,2.25,0.59,5.1,2.36,,,1.8,
south georgia,3,29,1926,738,m,21,,4,,4.4,8.55,1.03,5.05,1.1,6,9.45,9.35,1.4,0.67,1.35,1.65,2.25,2.33,0.6,5.4,2.06,,,2.15,
saldanha bay,6,15,1926,741,f,16.77,,3.1,3.45,3.47,7.1,0.83,4.2,0.91,4.8,7.45,7.1,0.5,0.41,1,1.42,1.91,1.95,,4.3,1.66,,,1.38,
saldanha bay,6,15,1926,742,f,16.85,,2.97,3.3,3.36,6.57,0.77,4.2,0.79,4.48,7.25,7,0.47,0.39,1,1.3,1.7,1.75,0.45,4.18,1.73,,,1.35,
saldanha bay,6,15,1926,743,m,13.92,,2.29,,2.6,5.72,0.7,3.45,0.75,4.25,6.7,6.55,1.02,0.33,0.85,1.28,1.72,1.76,0.41,3.18,1.41,,,1.3,
saldanha bay,6,15,1926,744,m,15.5,,2.9,,3.33,6.5,0.78,3.87,0.81,4.6,7.25,7,1.3,0.45,0.78,1.3,1.88,,0.43,,1.63,,,1.15,
saldanha bay,6,15,1926,745,m,13.9,,2.32,2.6,2.65,5.45,0.72,3.58,0.77,4.28,6.7,6.6,1.09,0.26,0.87,1.15,,,,,,,,1.2,
saldanha bay,6,16,1926,749,m,15.5,,2.5,2.85,3,6,,3.75,0.8,4.8,7.5,7.1,1,0.28,,1.15,1.8,1.87,0.47,,1.76,,,1.4,
saldanha bay,6,16,1926,750,m,17.15,,3.3,3.7,3.77,7.35,0.83,4.35,0.85,4.9,7.9,7.65,1.3,0.36,0.9,1.45,,,,4.6,,,,1.5,
saldanha bay,6,16,1926,751,m,15.75,,2.7,3.04,3.1,,0.75,4.05,0.85,4.85,7.65,7.2,1.2,0.39,1,,,,,,1.74,,,1.35,
saldanha bay,6,17,1926,752,m,16.6,,,3.4,3.46,6.5,0.86,,0.9,5.05,,,0.65,,,1.24,,,,4.25,,,,,
saldanha bay,6,17,1926,755,f,16.5,,3,3.48,3.52,6.9,0.8,3.78,0.88,4.95,8.1,7.7,0.45,0.49,1.13,1.35,1.9,1.92,0.48,,,,,1.3,
saldanha bay,6,20,1926,762,f,17.1,,3.05,3.45,3.55,7.1,0.83,4.05,0.78,4.9,7.5,7.4,0.45,0.38,0.9,1.4,1.9,1.99,0.47,4.35,1.86,,,1.5,
saldanha bay,6,20,1926,765,f,20.85,,3.67,4.15,4.25,8.6,0.97,5.15,1,6.05,10,9.6,0.6,0.39,0.9,1.7,2.3,2.42,0.54,5,2.2,,,1.8,
saldanha bay,6,22,1926,771,m,16.5,,3.05,3.25,3.37,6.7,0.76,,0.79,5,7.6,,0.75,,,1.32,1.84,1.9,0.44,3.95,1.6,,,,
saldanha bay,6,22,1926,772,m,15.45,,2.7,3.05,3.16,6.45,0.7,3.8,0.81,4.65,7.45,7.3,1.25,0.32,0.9,1.4,1.82,1.9,0.43,3.9,1.6,,,1.23,
saldanha bay,6,22,1926,775,f,21.7,,4.2,4.4,4.53,8.94,1.05,5.5,1.01,6.5,9.75,9.75,0.7,0.5,1,1.75,2.46,2.49,,5.5,,,,1.85,
saldanha bay,6,23,1926,778,f,17.75,,3.4,3.65,3.8,7.45,0.82,,0.9,4.95,8.05,,0.4,,,1.57,2.1,2.14,,4.45,2,,,,
saldanha bay,6,23,1926,780,m,17.1,,2.9,3.35,3.42,6.9,0.84,4.33,0.84,5.3,8.1,7.9,1.01,0.41,1.2,1.37,2,2.05,0.5,4.23,1.65,,,1.5,
saldanha bay,6,24,1926,782,m,15.6,,3,3.17,3.21,6.55,0.78,,0.8,4.65,7.27,,0.64,,,1.3,1.78,1.84,0.45,3.9,,,,,
saldanha bay,6,24,1926,783,m,16.5,,3.1,3.2,3.35,6.7,0.84,4.07,0.8,4.7,7.55,7.15,1.2,0.39,0.8,1.43,,,,4.13,,,,1.35,
saldanha bay,6,24,1926,784,f,17.65,,3.25,3.57,3.68,7.35,0.85,4.47,0.9,5.45,,8.4,0.35,0.41,1.1,1.48,,,,,,,,1.52,
saldanha bay,6,24,1926,786,m,14.48,,2.7,2.96,3.09,6,0.74,3.53,0.7,4.2,6.7,6.5,1.1,0.28,0.55,1.14,1.58,1.67,0.4,3.72,1.48,,,1.04,
saldanha bay,6,24,1926,788,f,15.95,,3,3.35,3.4,6.8,0.76,,0.92,4.85,7.8,,0.33,,,1.42,1.83,1.89,0.46,,,,,,
saldanha bay,6,25,1926,789,m,16.45,,3.1,3.2,3.3,6.87,0.87,,0.82,5.18,8,,0.68,,,1.35,1.87,1.93,0.47,4.1,1.8,,,,
saldanha bay,6,25,1926,790,m,16.5,,2.94,3.16,3.29,6.7,0.85,4.15,0.85,4.89,7.86,7.58,0.99,0.46,1.2,1.4,1.95,1.98,0.5,4.05,,,,1.47,
saldanha bay,6,25,1926,791,m,15.1,,2.54,2.79,2.9,7.96,0.74,3.95,0.88,4.7,7.35,7.28,1.08,,0.8,1.32,,,,,,,,1.3,
saldanha bay,6,25,1926,792,f,18.5,,3.85,4.2,4.23,8.1,0.98,,0.93,5.35,8.4,,0.35,,,1.67,,,,5.12,2.15,,,,
saldanha bay,6,26,1926,795,m,15.6,,2.8,2.95,3.04,6.28,,,0.82,4.8,8.17,,0.85,,,1.25,1.79,1.83,0.46,3.62,1.66,,,,
saldanha bay,6,26,1926,796,m,15.25,,2.7,2.94,3.08,6.2,0.74,3.85,0.73,4.3,7.27,7,1.18,0.37,0.8,1.25,1.81,1.86,0.44,3.74,1.52,,,1.25,
saldanha bay,6,26,1926,798,f,15.85,,2.65,2.9,3.05,6.15,0.73,4.17,0.76,4.78,7.6,7.45,0.39,0.42,0.86,1.27,1.62,1.65,0.38,3.72,1.6,,,1.32,
saldanha bay,6,26,1926,800,f,16.25,,2.9,3.05,3.16,6.42,0.72,4.42,0.86,4.8,7.5,7.2,0.4,0.36,0.93,1.34,1.68,1.71,0.41,,,,,1.3,
saldanha bay,6,27,1926,804,m,16,,2.8,3,3.16,6.5,0.83,4.23,0.9,4.7,7.43,7.3,1.23,0.43,1,1.35,1.89,1.94,0.46,3.95,1.7,,,1.46,
saldanha bay,6,27,1926,806,m,14.67,,2.6,,2.98,5.94,0.73,3.76,0.74,4.35,6.9,6.75,1.12,0.4,1.03,1.32,,,,,,,,1.4,
saldanha bay,6,28,1926,807,f,20.15,,4.12,4.45,4.46,8.35,0.93,,0.94,5.73,9.1,,0.49,0.5,0.8,1.5,2.1,2.16,,5.42,,,,,
saldanha bay,6,28,1926,808,f,15.14,,2.7,3.1,3.17,6,0.75,3.8,0.8,4.4,6.9,6.85,0.48,0.4,0.7,1.18,1.53,1.6,0.37,3.75,1.6,,,1.27,
saldanha bay,6,29,1926,815,m,16.5,,2.8,3,3.15,6.5,0.81,4.33,0.9,4.95,7.85,7.6,1.2,0.37,1.2,1.4,,,,3.84,1.53,,,1.35,
saldanha bay,6,29,1926,817,f,14.6,,2.6,2.78,2.93,5.9,0.74,3.85,0.8,4.6,6.95,6.8,0.3,0.39,1,1.2,,,,3.6,1.4,,,1.18,
saldanha bay,6,30,1926,821,m,16.1,,2.74,2.84,3.03,6.15,0.72,4.1,0.8,4.7,7.55,7.35,1.2,0.41,0.8,1.3,1.72,1.75,0.34,3.85,1.6,,,1.24,
saldanha bay,6,2,1926,831,m,18.85,,3.65,4.4,4.68,7.55,0.96,4.77,1.2,5.55,9,8.8,1.45,0.62,0.9,1.66,2.17,2.22,0.57,4.88,2.06,,,1.68,
saldanha bay,7,2,1926,832,f,15.2,,2.68,3.03,3.09,6.26,0.73,3.8,0.7,4.48,6.9,6.75,0.46,0.34,0.7,1.35,1.77,1.81,0.43,3.72,1.5,,,1.25,
saldanha bay,7,3,1926,837,m,15.55,,2.77,2.95,3.05,6.3,0.77,3.78,0.75,4.3,7.1,6.85,1.3,0.35,0.8,1.35,1.95,2.08,0.47,3.7,1.5,,,1.13,
saldanha bay,7,3,1926,839,f,14.8,,2.4,2.6,2.75,5.62,0.7,3.97,0.74,4.5,7.2,6.9,0.45,0.31,0.8,1.15,1.59,1.63,0.41,3.4,1.48,,,1.19,
saldanha bay,7,3,1926,841,f,14.23,,2.4,2.65,2.78,5.65,0.66,3.82,0.77,4.6,7,6.8,0.3,0.37,0.95,1.13,1.55,1.58,0.39,3.3,1.5,,,1.24,
saldanha bay,7,3,1926,842,f,14.9,,2.5,2.7,2.83,5.65,0.7,3.7,0.72,4.45,7,7.4,0.45,0.36,0.8,1.2,1.7,1.72,0.42,,,,,1.11,
saldanha bay,7,8,1926,852,f,14.6,,2.73,2.04,2.08,6.05,,,0.7,4.35,,,0.35,,,1.13,1.51,1.56,0.4,3.7,1.5,,,,
saldanha bay,7,8,1926,854,f,15.75,,3,3.15,3.26,6.55,0.76,3.95,0.82,4.63,7.15,7,0.49,0.46,1,1.2,1.75,1.78,0.41,,,,,1.35,
saldanha bay,7,8,1926,856,m,17.2,,3.17,3.33,3.48,7.03,0.84,4.27,0.9,5,7.8,7.95,1.25,0.48,0.9,1.38,2.02,2.1,0.48,,,,,1.4,
saldanha bay,7,9,1926,858,m,15,,2.77,2.98,3.06,6.05,0.8,3.87,0.8,4.5,7.25,7,1.3,0.32,0.9,1.22,1.7,1.7,0.43,,,,,1.2,
saldanha bay,7,9,1926,861,m,19.2,,3.78,4.12,4.18,8.25,0.98,4.7,0.9,5.3,8.8,8.45,1.4,0.46,1.25,1.75,2.35,2.5,,5.04,1.94,,,1.8,
saldanha bay,7,10,1926,865,m,15.43,,2.75,,3.05,6.2,0.79,4,0.79,4.6,,6.9,1.1,0.43,1.2,1.2,,,,,,,,1.35,
saldanha bay,7,12,1926,870,m,19,,3.8,4.12,4.28,8.37,0.95,4.66,0.96,5.45,8.8,8.2,1.35,0.51,1.1,1.7,,,,5.12,2.3,,,1.8,
saldanha bay,7,12,1926,873,m,16.6,,3.17,3.35,3.45,6.85,0.87,4.62,0.88,5,8.1,7.6,1.2,0.51,0.95,1.32,1.9,1.94,0.49,4.27,1.72,,,1.4,
saldanha bay,7,12,1926,875,f,19.2,,3.75,4.12,4.2,8.1,1,4.73,0.96,5.45,8.5,8.4,0.65,0.57,1.25,1.56,2.05,2.1,0.53,,2.05,,,1.88,
saldanha bay,7,13,1926,876,m,16.47,,2.76,3.1,3.13,6.25,0.84,,0.78,5.15,8.15,,0.45,,,1.25,1.84,1.89,0.46,3.9,1.62,,,,
saldanha bay,7,13,1926,877,f,21.6,,4.1,4.35,4.5,8.8,0.98,5.58,1.05,6.25,10.2,10,0.7,0.56,1.3,1.75,2.34,2.4,0.58,5.35,2.25,,,2.15,
saldanha bay,7,13,1926,878,f,15.3,,2.75,3,3.15,6.2,0.72,3.9,0.75,4.4,7.2,7,0.58,0.36,1,1.3,1.72,1.76,0.43,3.9,1.6,,,1.13,
saldanha bay,7,13,1926,880,f,15.55,,2.85,3.1,3.24,6.55,0.83,3.9,0.75,4.4,7.05,6.95,0.4,0.43,1.2,1.23,1.86,1.89,0.45,3.85,1.63,,,1.35,
saldanha bay,7,13,1926,881,m,14.85,,2.55,2.79,2.89,5.92,0.71,3.82,0.76,4.35,7.1,7.2,1.1,0.34,0.8,,1.56,1.62,0.41,3.4,1.6,,,1.13,
saldanha bay,7,13,1926,882,f,14.8,,2.65,2.85,2.98,,0.69,4.1,0.8,4.7,7.2,7,0.4,0.3,0.65,,,,,,,,,1.3,
saldanha bay,7,14,1926,883,f,16.45,,2.85,,3.23,5.35,,,0.75,5,7.8,,0.42,,,1.31,1.85,1.87,0.42,,,,,,
saldanha bay,7,14,1926,884,f,15.2,,2.52,2.79,2.86,5.9,0.7,4,0.8,4.75,7.5,7.3,0.5,0.41,0.9,1.09,1.85,1.88,0.39,,,,,1.2,
saldanha bay,7,14,1926,887,m,15.6,,2.75,,3.1,6.3,0.79,3.9,0.76,4.9,7.6,,,0.38,1.1,1.25,1.7,1.72,0.4,,,,,,
saldanha bay,7,25,1926,891,m,12.3,,2.22,,2.42,5,,,0.6,3.83,6.4,,0.5,,,1.05,1.42,1.45,0.35,3,1.26,,,,
saldanha bay,7,25,1926,892,m,17.4,,3.15,3.5,3.6,7.2,0.88,4.4,0.9,5.2,8.3,8,1.32,0.42,1.07,1.4,1.87,1.92,0.47,4.32,1.81,,,1.44,
saldanha bay,7,25,1926,893,m,16.88,,3.06,3.42,3.47,6.97,0.8,4.48,0.92,4.92,7.75,7.65,1.28,0.46,1,1.4,1.75,1.78,0.44,4.12,,,,1.5,
