location,month,day,year,num,sex,TL,JAWPROJ,ROSTBH,ROSTJAW,ROSTEYE,ROSTFLIP,EYEEAR,NOTCHTOFIN,WFLUKES,NOTCHANUS,NOTCHUMBIL,NOTCHGROOVE,ANUSREPRO,HDORS,BDORS,FLIPAXIL,FLIPTIP,LFLIP,WFLIP,LHEAD,WSKULL,LSKULL,FLIPHUMER,TAILDEPTH,ROSTAXIL
south georgia,2,,1925,5,m,18.4,,3.3,,,8.2,0.99,4.7,,,,,,,,,,,,,2.4,,,,
south georgia,2,,1925,6,m,16.85,,2.42,,,6.55,,,,,,,,,,,,,,,,,,,
south georgia,2,,1925,8,m,18,,3.18,,,7.75,,4,,,,,,,,,,,,,2,,,,
south georgia,2,,1925,9,f,18.85,,3.2,,,7.9,0.95,4.9,,,,,,,,,,,,,,,,,
south georgia,2,,1925,10,f,20.15,,3,,,7.95,,5.55,,,,,,,,,,,,,2.15,,,,
south georgia,2,,1925,13,f,20,,3.35,,,8.65,,,,,,,,,,,,,,,2.47,,,,
south georgia,2,,1925,21,m,25.5,,5.1,,,11.7,1.44,6.2,,,,,,,,,,,,,3.04,,,,
south georgia,2,,1925,24,f,25.8,,4.75,,,11.3,1.4,6.2,,,,,,,,,,,,,3.5,,,,
south georgia,2,,1925,26,f,25.3,,4.8,,,11.2,1.3,6.28,,,,,,,,,,,,,,,,,
south georgia,2,,1925,27,f,24.2,,4.35,,,10.35,,5.7,,,,,,,,,,,,,,,,,
south georgia,2,,1925,30,m,21.6,,3.8,,,9.3,1.2,,,,,,,,,,,,,,,,,,
south georgia,2,,1925,31,f,18.3,,2.94,,,11.3,0.9,4.97,,,,,,,,,,,,,2.25,,,,
south georgia,2,,1925,34,m,21.8,,3.7,,,9.1,1.15,5.6,,,,,,,,,,,,,2.4,,,,
south georgia,2,,1925,36,m,21.65,,4,,,9.75,1.2,3.34,,,,,,,,,,,,,3.54,,,,
south georgia,2,,1925,37,f,17.8,,3,,,7.3,0.98,4.85,,,,,,,,,,,,,2.3,,,,
south georgia,2,,1925,40,m,23.05,,4.25,,,10.1,1.6,5.8,,,,,,,,,,,,,2.7,,,,
south georgia,2,,1925,41,f,21.95,,3.7,,,,,5.3,,,,,,,,,,,,,,,,,
south georgia,2,,1925,43,f,19.45,,3.3,,,8.3,1.1,5,,,,,,,,,,,,,,,,,
south georgia,2,,1925,46,f,22.58,,4.1,,,10,1.22,5.7,,,,,,,,,,,,,2.7,,,,
south georgia,2,,1925,47,m,19.1,,2.95,,,7.85,1,,,,,,,,,,,,,,2.2,,,,
south georgia,2,,1925,48,f,21.45,,3.8,,,8.95,1.13,5.51,,,,,,,,,,,,,2.7,,,,
south georgia,2,,1925,49,f,20.27,,3.5,,,9,1.1,5,,,,,,,,,,,,,,,,,
south georgia,2,,1925,50,f,18.21,,,,,7,0.95,5,,,,,,,,,,,,,,,,,
south georgia,2,,1925,52,f,26.2,,5.1,,,11.5,1.4,6.5,,,,,,,,,,,,,3.4,,,,
south georgia,2,,1925,53,m,18.6,,3.35,,,7.9,,,,,,,,,,,,,,,2,,,,
south georgia,2,,1925,54,f,26.2,,4.9,,,11.25,1.32,6.15,,,,,,,,,,,,,2.9,,,,
south georgia,2,,1925,55,f,22.15,,4,,,9.1,1.15,5.75,,,,,,,,,,,,,,,,,
south georgia,2,,1925,60,f,20.5,,3.35,,,8.9,1.11,5.1,,,,,,,,,,,,,2.35,,,,
south georgia,3,,1925,72,m,21.7,,4,,,9.3,1.24,5.3,,,,,,,,,,,,,2.34,,,,
south georgia,3,,1925,81,f,19.85,,3.3,,,8.5,1,5.55,,,,,,,,,,,,,2.25,,,,
south georgia,3,,1925,82,m,25.45,,5.1,,,10.9,1.35,6.25,,,,,,,,,,,,,,,,,
south georgia,3,,1925,85,m,20.1,,3.5,,,8.45,1.08,5.2,,,,,,,,,,,,,2.2,,,,
south georgia,3,,1925,87,m,22.05,,4.4,,,9.8,1.26,5.56,,,,,,,,,,,,,,,,,
south georgia,3,,1925,88,f,23.85,,5,,,10.74,1.38,6.1,,,,,,,,,,,,,2.8,,,,
south georgia,3,,1925,89,f,20.8,,,,,,,,,,,,,,,,,,,,2.2,,,,
south georgia,3,,1925,90,f,21.4,,3.6,,,8.8,1.15,5.4,,,,,,,,,,,,,2.36,,,,
south georgia,3,,1925,91,m,21.4,,3.7,,,9.2,1.14,5.4,,,,,,,,,,,,,2.25,,,,
south georgia,3,,1925,92,m,23.2,,4.15,,,10.3,1.25,6.1,,,,,,,,,,,,,2.6,,,,
south georgia,3,,1925,93,m,20.4,,3.6,,,8.7,1.05,,,,,,,,,,,,,,2.2,,,,
south georgia,3,,1925,95,m,18.8,,3.15,,,7.75,1,4.68,,,,,,,,,,,,,2.05,,,,
south georgia,3,,1925,98,m,19.5,,3,,,7.9,1.17,,,,,,,,,,,,,,2.1,,,,
south georgia,3,,1925,99,f,19.9,,4.5,,,8.45,,,,,,,,,,,,,,,2.16,,,,
south georgia,3,,1925,102,m,19.9,,,,,8.45,,,,,,,,,,,,,,,2.2,,,,
south georgia,3,,1925,103,f,23.7,,4.4,,,10.8,1.34,5.7,,,,,,,,,,,,,2.95,,,,
south georgia,3,,1925,104,f,26.95,,5.1,,,11.6,1.5,6.7,,,,,,,,,,,,,3.1,,,,
south georgia,3,,1925,106,f,26.7,,5.1,,,11.8,1.53,,,,,,,,,,,,,,3.1,,,,
south georgia,3,,1925,107,m,21.3,,3.35,,,7.3,1.03,,,,,,,,,,,,,,2.2,,,,
south georgia,3,,1925,108,f,24.13,,4.6,,,10.2,1.3,3.2,,,,,,,,,,,,,2.8,,,,
south georgia,3,,1925,109,m,17.6,,2.8,,,7.1,0.9,4.8,,,,,,,,,,,,,,,,,
south georgia,3,,1925,110,m,19.4,,3,,,7.55,,,,,,,,,,,,,,,2.1,,,,
south georgia,3,,1925,112,f,27.1,,5.3,,,12,1.5,6.3,,,,,,,,,,,,,,,,,
south georgia,3,,1925,113,m,23.8,,4.6,,,11,1.37,5.9,,,,,,,,,,,,,3,,,,
south georgia,3,,1925,115,m,22.1,,3.7,,,9.05,1.16,5.45,,,,,,,,,,,,,2.55,,,,
south georgia,3,,1925,116,m,19.3,,3.2,,,8.1,1.15,4.68,,,,,,,,,,,,,,,,,
south georgia,3,,1925,117,m,23.4,,3.9,,,9.3,,,,,,,,,,,,,,,3,,,,
south georgia,3,,1925,122,f,24.7,,4.55,,,11,1.38,6.15,,,,,,,,,,,,,,,,,
south georgia,3,,1925,123,f,26.1,,,,,11.55,1.45,,,,,,,,,,,,,,2.98,,,,
south georgia,3,,1925,124,f,24.4,,4.5,,,10.8,1.31,,,,,,,,,,,,,,2.79,,,,
south georgia,3,,1925,125,m,19.9,,3.1,,,7.9,1.03,5.13,,,,,,,,,,,,,,,,,
south georgia,3,,1925,126,m,22.35,,,,,,,,,,,,,,,,,,,,2.23,,,,
south georgia,3,,1925,128,f,21.1,,,,,8.8,,,,,,,,,,,,,,,2.6,,,,
south georgia,3,,1925,129,m,22,,3.9,,,9.6,1.23,5.5,,,,,,,,,,,,,2.7,,,,
south georgia,3,,1925,131,f,20.7,,,,,,,,,,,,,,,,,,,,2.3,,,,
south georgia,3,,1925,132,f,21.1,,3.6,,,9.05,1.1,,,,,,,,,,,,,,2.5,,,,
south georgia,3,,1925,135,f,17.9,,,,,7.65,,,,,,,,,,,,,,,2.2,,,,
south georgia,3,,1925,136,f,22.8,,3.85,,,9.7,1.2,6.02,,,,,,,,,,,,,2.53,,,,
south georgia,3,,1925,141,f,25.8,,4.73,,,11.4,1.37,6.95,,,,,,,,,,,,,2.9,,,,
south georgia,3,,1925,142,f,23.9,,4.57,,,10.45,1.38,6.1,,,,,,,,,,,,,2.78,,,,
south georgia,3,,1925,143,m,21.97,,3.8,,,9.44,1.14,5.55,,,,,,,,,,,,,,,,,
south georgia,3,,1925,145,m,22.45,,3.74,,,8.85,1.18,6,,,,,,,,,,,,,,,,,
south georgia,3,,1925,146,m,21.25,,3.8,,,8.7,1.16,6.14,,,,,,,,,,,,,2.41,,,,
south georgia,3,,1925,147,f,26.3,,4.8,,,11.15,1.45,6.83,,,,,,,,,,,,,3.25,,,,
south georgia,3,,1925,148,m,24.5,,4.48,,,10.6,1.42,6.48,,,,,,,,,,,,,,,,,
south georgia,3,,1925,149,f,25.5,,4.34,,,11.23,1.42,,,,,,,,,,,,,,2.79,,,,
south georgia,3,,1925,150,f,23.9,,4.74,,,10.79,,5.65,,,,,,,,,,,,,,,,,
south georgia,3,,1925,151,f,22.3,,3.9,,,9.5,,,,,,,,,,,,,,,,,,,
south georgia,4,,1925,153,f,20.4,,3.15,,,8.2,1.18,5.3,,,,,,,,,,,,,,,,,
south georgia,4,,1925,154,f,25.5,,4.7,,,11.05,1.34,5.8,,,,,,,,,,,,,3.1,,,,
south georgia,4,,1925,156,m,24.1,,4.6,,,11,1.3,,,,,,,,,,,,,,2.9,,,,
south georgia,4,,1925,157,m,24.9,,4.55,,,10.55,1.47,5.88,,,,,,,,,,,,,2.84,,,,
south georgia,4,,1925,160,m,21.2,,3.6,,,9,1.16,5.35,,,,,,,,,,,,,2.18,,,,
south georgia,4,,1925,167,f,19.55,,3,,,7.85,0.91,5.18,,,,,,,,,,,,,,,,,
south georgia,4,,1925,170,m,18.45,,3,,,7.55,,,,,,,,,,,,,,,1.91,,,,
south georgia,4,,1925,171,m,24.7,,4.95,,,11.25,1.34,,,,,,,,,,,,,,2.63,,,,
south georgia,4,,1925,172,f,19.55,,3.08,,,7.9,1.05,4.85,,,,,,,,,,,,,,,,,
south georgia,4,,1925,182,m,21.6,,3.75,,,9.4,1.17,5.3,,,,,,,,,,,,,2.65,,,,
south georgia,4,,1925,184,f,26.3,,5.1,,,12,,,,,,,,,,,,,,,3.2,,,,
south georgia,4,,1925,191,f,23.6,,4.25,,,10.4,1.2,,,,,,,,,,,,,,2.8,,,,
south georgia,4,,1925,199,m,25.1,,,,,11.3,,,,,,,,,,,,,,,3.16,,,,
south georgia,4,,1925,202,m,24.5,,4.83,,,10.95,1.48,5.77,,,,,,,,,,,,,2.95,,,,
south georgia,4,,1925,204,f,18.39,,3.24,,,7.55,1,4.6,,,,,,,,,,,,,2.25,,,,
south georgia,4,,1925,205,f,24.07,,,,,,,,,,,,,,,,,,,,2.5,,,,
south georgia,4,,1925,209,f,23,,4.1,,,10.16,1.3,5.8,,,,,,,,,,,,,2.4,,,,
south georgia,4,,1925,211,m,24.8,,4.42,,,10.7,,,,,,,,,,,,,,,2.85,,,,
south georgia,4,,1925,212,m,22.25,,4,,,9.7,1.3,5.56,,,,,,,,,,,,,2.61,,,,
south georgia,4,,1925,215,f,20.15,,,,,8.6,,,,,,,,,,,,,,,,,,,
south georgia,4,,1925,216,f,20.3,,3.6,,,8.3,1.07,,,,,,,,,,,,,,,,,,
south georgia,4,,1925,220,f,19.65,,3.45,,,8.6,1.07,,,,,,,,,,,,,,2.38,,,,
south georgia,4,,1925,221,m,25.83,,,,,,,,,,,,,,,,,,,,,,,,
south georgia,4,,1925,224,m,21.5,,3.72,,,9.15,1.18,5.37,,,,,,,,,,,,,,,,,
south georgia,5,,1925,226,f,25.75,,4.74,,,11.37,1.42,6.36,,,,,,,,,,,,,2.9,,,,
south georgia,5,,1925,232,m,24.9,,4.75,,,10.87,1.38,6.22,,,,,,,,,,,,,2.95,,,,
south georgia,5,,1925,234,f,25,,5.4,,,11.5,1.37,6,,,,,,,,,,,,,3.1,,,,
south georgia,5,,1925,235,m,18.05,,3.24,,,7.6,1,4.3,,,,,,,,,,,,,,,,,
south georgia,5,,1925,239,f,27.15,,4.9,,,11.37,,,,,,,,,,,,,,,,,,,
south georgia,5,,1925,240,m,24,,,,,,,,,,,,,,,,,,,,3.2,,,,
south georgia,5,,1925,241,f,26.6,,5,,,12,1.48,6.28,,,,,,,,,,,,,,,,,
south georgia,10,,1925,242,f,25.9,,4.85,,,11.9,1.53,6.08,,,,,,,,,,,,,,,,,
south georgia,10,,1925,243,m,24.45,,4.7,,,10.87,1.43,5.7,,,,,,,,,,,,,2.58,,,,
south georgia,10,,1925,244,f,26.37,,4.95,,,11.47,,6.55,,,,,,,,,,,,,,,,,
south georgia,10,,1925,245,m,20.8,,3.75,,,8.75,,,,,,,,,,,,,,,2.36,,,,
south georgia,10,,1925,248,f,16.25,,2.03,,,6.14,0.75,,,,,,,,,,,,,,1.6,,,,
south georgia,10,,1925,249,m,19.1,,3.15,,,7.9,1,5.1,,,,,,,,,,,,,,,,,
south georgia,10,,1925,250,f,27.2,,5.2,,,11.45,1.38,6.6,,,,,,,,,,,,,2.81,,,,
south georgia,10,,1925,253,f,25.4,,4.9,,,11.3,1.23,6,,,,,,,,,,,,,,,,,
south georgia,10,,1925,254,f,25.7,,4.5,,,10.75,,,,,,,,,,,,,,,,,,,
south georgia,10,,1925,256,m,24.4,,4.9,,,11,,5.85,,,,,,,,,,,,,,,,,
south georgia,10,,1925,258,f,24.84,,3.96,,,10.9,1.54,5.88,,,,,,,,,,,,,,,,,
south georgia,10,,1925,259,f,26.2,,5.2,,,11.55,1.4,6.3,,,,,,,,,,,,,,,,,
south georgia,11,,1925,261,f,26.7,,4.65,,,11.9,1.45,5.8,,,,,,,,,,,,,,,,,
south georgia,11,,1925,265,f,21.85,,3.95,,,9.65,1.2,5.4,,,,,,,,,,,,,2.66,,,,
south georgia,11,,1925,267,m,21.5,,3.7,,,9.4,1.18,5.3,,,,,,,,,,,,,,,,,
south georgia,11,,1925,270,f,26.3,,4.35,,,11,1.3,6.4,,,,,,,,,,,,,,,,,
south georgia,11,,1925,271,f,26.2,,4.55,,,11.3,1.4,6.66,,,,,,,,,,,,,3.09,,,,
south georgia,11,,1925,272,f,26.42,,4.73,,,11.8,1.43,6.65,,,,,,,,,,,,,,,,,
south georgia,11,,1925,274,m,23.8,,4.25,,,10.1,1.27,5.95,,,,,,,,,,,,,,,,,
south georgia,11,,1925,275,f,22.3,,3.9,,,9.65,1.23,5.8,,,,,,,,,,,,,2.63,,,,
south georgia,12,,1925,282,f,18.9,,3.2,,,7.9,1.02,4.53,,,,,,,,,,,,,,,,,
south georgia,12,,1925,291,m,18.6,,2.95,,,7.6,0.94,4.88,,,,,,,,,,,,,,,,,
south georgia,1,,1926,302,f,24.4,,4.45,,,10.4,1.3,6.05,,,,,,,,,,,,,,,,,
south georgia,1,,1926,346,m,24.1,,4.8,,,10.7,1.25,,,,,,,,,,,,,,2.8,,,,
south georgia,1,,1926,360,f,25.95,,5.05,,,11.2,1.47,5.87,,,,,,,,,,,,,3.21,,,,
south georgia,1,,1926,378,f,23.9,,4.2,,,10,1.34,,,,,,,,,,,,,,2.77,,,,
south georgia,1,,1926,379,m,22.7,,3.9,,,9.35,1.25,5.66,,,,,,,,,,,,,2.6,,,,
south georgia,1,,1926,383,m,24.4,,5.13,,,11,1.19,5.4,,,,,,,,,,,,,3.14,,,,
south georgia,1,,1926,399,f,26.75,,4.95,,,11.7,,6.62,,,,,,,,,,,,,,,,,
south georgia,1,,1926,401,m,25.25,,4.53,,,10.9,1.44,6.2,,,,,,,,,,,,,,,,,
south georgia,1,,1926,402,m,20.2,,3.3,,,8.1,1,,,,,,,,,,,,,,,,,,
south georgia,1,,1926,403,f,20.6,,3.53,,,8.75,1.14,5.12,,,,,,,,,,,,,2.34,,,,
south georgia,1,,1926,418,m,24.2,,4.75,,,11.1,1.5,6.3,,,,,,,,,,,,,2.72,,,,
south georgia,1,,1926,424,m,24.8,,4.45,,,10.8,1.34,5.98,,,,,,,,,,,,,2.98,,,,
south georgia,1,,1926,440,m,17.25,,2.75,,,7.1,,,,,,,,,,,,,,,,,,,
south georgia,1,,1926,442,m,24.1,,4.36,,,10.74,1.33,6.05,,,,,,,,,,,,,,,,,
south georgia,1,,1926,444,m,24.65,,4.5,,,11,1.35,,,,,,,,,,,,,,,,,,
south georgia,2,,1926,494,f,25,,4.88,,,10.6,1.38,6.5,,,,,,,,,,,,,2.75,,,,
south georgia,2,,1926,510,m,18.3,,2.78,,,7.67,0.95,,,,,,,,,,,,,,1.95,,,,
south georgia,2,,1926,517,f,20.8,,3.67,,,8.76,1.23,5,,,,,,,,,,,,,2.48,,,,
south georgia,2,,1926,528,f,18.8,,3.05,,,7.9,0.95,4.35,,,,,,,,,,,,,2.21,,,,
south georgia,2,,1926,532,m,17.8,,2.8,,,7.25,0.95,4.35,,,,,,,,,,,,,,,,,
south georgia,2,,1926,534,m,20.5,,3.62,,,8.8,0.88,5.08,,,,,,,,,,,,,2.48,,,,
south georgia,2,,1926,554,m,17.3,,2.75,,,7,0.9,4.59,,,,,,,,,,,,,1.9,,,,
south georgia,2,,1926,557,f,26.85,,4.86,,,11.4,1.5,,,,,,,,,,,,,,3.18,,,,
south georgia,2,,1926,567,m,17.5,,2.7,,,7.2,1.16,,,,,,,,,,,,,,2.1,,,,
south georgia,2,,1926,568,m,18.8,,2.95,,,7.25,0.97,4.48,,,,,,,,,,,,,2.15,,,,
south georgia,2,,1926,569,m,23,,4.45,,,10.55,1.36,5.37,,,,,,,,,,,,,,,,,
south georgia,2,,1926,570,f,20.8,,3.9,,,9,1.12,,,,,,,,,,,,,,2.54,,,,
south georgia,2,,1926,571,m,22.7,,4.34,,,10.35,1.2,5.25,,,,,,,,,,,,,2.81,,,,
south georgia,2,,1926,572,m,23.1,,4.35,,,10.4,1.3,5.75,,,,,,,,,,,,,2.63,,,,
south georgia,2,,1926,578,m,19.3,,3.4,,,8.15,0.99,4.65,,,,,,,,,,,,,2.16,,,,
south georgia,2,,1926,580,m,22.6,,3.75,,,9.5,1.25,5.8,,,,,,,,,,,,,,,,,
south georgia,2,,1926,581,f,16.65,,2.9,,,6.8,0.85,,,,,,,,,,,,,,1.85,,,,
south georgia,2,,1926,582,f,18.35,,3.2,,,,0.95,4.65,,,,,,,,,,,,,2,,,,
south georgia,2,,1926,583,f,19.1,,3,,,7.65,0.98,4.65,,,,,,,,,,,,,,,,,
south georgia,2,,1926,584,f,18.23,,3,,,7.4,1.13,4.5,,,,,,,,,,,,,,,,,
south georgia,2,,1926,591,m,20.85,,3.63,,,8.95,1.08,,,,,,,,,,,,,,2.15,,,,
south georgia,2,,1926,592,m,19.35,,3.2,,,7.88,1,5.3,,,,,,,,,,,,,,,,,
south georgia,2,,1926,593,m,23.4,,4.4,,,10.2,,5.95,,,,,,,,,,,,,2.81,,,,
south georgia,2,,1926,594,m,18.8,,3.1,,,8.06,1,4.81,,,,,,,,,,,,,2.1,,,,
south georgia,2,,1926,595,f,20.2,,3.48,,,8.45,1.41,5.18,,,,,,,,,,,,,2.42,,,,
south georgia,2,,1926,596,m,21.7,,3.9,,,9.2,,5.5,,,,,,,,,,,,,2.4,,,,
south georgia,2,,1926,597,f,17.8,,2.6,,,7,0.83,,,,,,,,,,,,,,1.87,,,,
south georgia,2,,1926,598,m,21.9,,4,,,9.45,1.1,5.15,,,,,,,,,,,,,2.35,,,,
south georgia,2,,1926,599,f,24.7,,4.38,,,10.5,1.52,6.3,,,,,,,,,,,,,2.9,,,,
south georgia,2,,1926,605,f,18.8,,3.1,,,7.45,0.95,,,,,,,,,,,,,,2.08,,,,
south georgia,2,,1926,608,f,19.3,,3.26,,,7.85,1.07,5.1,,,,,,,,,,,,,2.31,,,,
south georgia,2,,1926,612,f,19.1,,3.08,,,8.06,0.95,4.8,,,,,,,,,,,,,,,,,
south georgia,2,,1926,613,m,25.5,,4.7,,,11,1.48,6.2,,,,,,,,,,,,,,,,,
south georgia,2,,1926,614,f,21.1,,4,,,9.1,1.12,,,,,,,,,,,,,,2.55,,,,
south georgia,2,,1926,615,m,23.3,,4.95,,,10.9,1.31,5.38,,,,,,,,,,,,,2.95,,,,
south georgia,2,,1926,616,f,22.75,,4.3,,,,1.32,5.72,,,,,,,,,,,,,2.6,,,,
south georgia,2,,1926,617,f,22.1,,4,,,9.45,1.3,5.53,,,,,,,,,,,,,2.53,,,,
south georgia,2,,1926,620,f,21.55,,3.7,,,9.45,1.26,5.58,,,,,,,,,,,,,2.44,,,,
south georgia,2,,1926,623,f,21.5,,3.15,,,8.18,1.05,,,,,,,,,,,,,,,,,,
south georgia,2,,1926,625,f,19,,3.18,,,8.1,1,4.9,,,,,,,,,,,,,2.05,,,,
south georgia,2,,1926,628,m,21.3,,3.65,,,9.1,,,,,,,,,,,,,,,,,,,
south georgia,3,,1926,637,f,26.7,,4.87,,,11.47,1.4,6.67,,,,,,,,,,,,,3.15,,,,
south georgia,3,,1926,638,f,24.35,,4.3,,,11.1,1.36,5.62,,,,,,,,,,,,,2.97,,,,
south georgia,3,,1926,639,f,20,,3.4,,,8.35,1.03,,,,,,,,,,,,,,2.31,,,,
south georgia,3,,1926,640,f,25.1,,4.85,,,10.8,1.37,6.35,,,,,,,,,,,,,2.86,,,,
south georgia,3,,1926,641,f,20.3,,4.6,,,8.7,,4.82,,,,,,,,,,,,,,,,,
south georgia,3,,1926,642,f,24.25,,4.7,,,10.77,1.4,6,,,,,,,,,,,,,2.8,,,,
south georgia,3,,1926,643,m,24.4,,4.8,,,10.75,1.34,5.75,,,,,,,,,,,,,,,,,
south georgia,3,,1926,644,m,18.97,,3.28,,,7.95,0.97,4.9,,,,,,,,,,,,,,,,,
south georgia,3,,1926,645,f,26.4,,,,,,,,,,,,,,,,,,,,3.08,,,,
south georgia,3,,1926,646,m,17.75,,3,,,7.5,0.89,,,,,,,,,,,,,,,,,,
south georgia,3,,1926,647,m,21.75,,,,,,,5.6,,,,,,,,,,,,,2.24,,,,
south georgia,3,,1926,648,f,17.3,,2.8,,,7.15,0.9,,,,,,,,,,,,,,1.97,,,,
south georgia,3,,1926,649,m,18.05,,3,,,7.8,0.96,4.85,,,,,,,,,,,,,2.13,,,,
south georgia,3,,1926,650,f,16.35,,2.7,,,6.94,0.86,3.88,,,,,,,,,,,,,,,,,
south georgia,3,,1926,651,f,18.25,,2.5,,,7.65,0.94,4.15,,,,,,,,,,,,,,,,,
south georgia,3,,1926,652,m,21.7,,3.75,,,9.05,1.16,5.3,,,,,,,,,,,,,2.39,,,,
south georgia,3,,1926,653,m,19.2,,3.35,,,8.35,0.98,,,,,,,,,,,,,,2.3,,,,
south georgia,3,,1926,654,f,19.2,,3,,,7.8,1.02,5.05,,,,,,,,,,,,,2.16,,,,
south georgia,3,,1926,655,f,22,,4.1,,,9.25,1.22,5.45,,,,,,,,,,,,,2.65,,,,
south georgia,3,,1926,656,m,18.1,,3,,,,1,,,,,,,,,,,,,,2.4,,,,
south georgia,3,,1926,657,f,16.8,,2.45,,,6.9,,,,,,,,,,,,,,,1.86,,,,
south georgia,3,,1926,658,m,21.5,,4,,,9.55,1.24,,,,,,,,,,,,,,2.58,,,,
south georgia,3,,1926,659,f,25.25,,4.15,,,10.45,1.33,6.65,,,,,,,,,,,,,2.82,,,,
south georgia,3,,1926,660,f,22.1,,3.7,,,9.5,1.14,,,,,,,,,,,,,,,,,,
south georgia,3,,1926,661,f,23.2,,4.1,,,,1.23,,,,,,,,,,,,,,,,,,
south georgia,3,,1926,662,m,18.3,,2.6,,,7.1,0.83,4.6,,,,,,,,,,,,,2.17,,,,
south georgia,3,,1926,663,f,18.87,,1.7,,,7.6,0.95,4.9,,,,,,,,,,,,,,,,,
south georgia,3,,1926,664,f,24.7,,4.6,,,,1.42,5.5,,,,,,,,,,,,,,,,,
south georgia,3,,1926,665,f,19.65,,2.95,,,8.15,1.35,,,,,,,,,,,,,,,,,,
south georgia,3,,1926,666,f,24.9,,4,,,10.65,,6.25,,,,,,,,,,,,,,,,,
south georgia,3,,1926,667,f,28.5,,,,,,,,,,,,,,,,,,,,,,,,
south georgia,3,,1926,668,m,21.65,,3.8,,,9.25,,,,,,,,,,,,,,,2.4,,,,
south georgia,3,,1926,669,m,19.8,,3.3,,,8.35,1,4.95,,,,,,,,,,,,,,,,,
south georgia,3,,1926,670,m,20.3,,3.4,,,8,1.07,5.3,,,,,,,,,,,,,,,,,
south georgia,3,,1926,671,m,20.65,,3.5,,,8.7,1.13,,,,,,,,,,,,,,2.34,,,,
south georgia,3,,1926,673,m,19.2,,3.25,,,8.3,,4.9,,,,,,,,,,,,,,,,,
south georgia,3,,1926,676,f,18.9,,2.9,,,7.6,,4.85,,,,,,,,,,,,,,,,,
south georgia,3,,1926,681,f,18.6,,3.14,,,7.3,,,,,,,,,,,,,,,2.18,,,,
south georgia,3,,1926,684,m,18.75,,3,,,7.8,0.97,,,,,,,,,,,,,,2.13,,,,
south georgia,3,,1926,688,m,17.7,,2.8,,,7.1,,,,,,,,,,,,,,,2.15,,,,
south georgia,3,,1926,695,f,18.1,,3.5,,,7.7,0.98,4.55,,,,,,,,,,,,,2.01,,,,
south georgia,3,,1926,698,m,19,,3,,,8.1,1,4.75,,,,,,,,,,,,,2.2,,,,
south georgia,3,,1926,702,m,19.64,,3.2,,,7.8,1,,,,,,,,,,,,,,2.08,,,,
south georgia,3,,1926,703,m,17.75,,2.98,,,7.1,0.98,4.4,,,,,,,,,,,,,,,,,
south georgia,3,,1926,704,f,26.1,,4.85,,,11.3,,6.65,,,,,,,,,,,,,3.01,,,,
south georgia,3,,1926,712,f,17.95,,2.8,,,6.9,0.97,4.3,,,,,,,,,,,,,2.08,,,,
south georgia,3,,1926,716,f,19.5,,3.8,,,8.7,,,,,,,,,,,,,,,2.42,,,,
south georgia,3,,1926,718,f,18.8,,3.25,,,8,0.93,4.65,,,,,,,,,,,,,,,,,
south georgia,3,,1926,720,m,20.07,,3.85,,,8.55,1.13,,,,,,,,,,,,,,2.4,,,,
south georgia,3,,1926,726,f,20.02,,3.6,,,8.8,,5.1,,,,,,,,,,,,,2.31,,,,
south georgia,3,,1926,737,f,18.2,,3.1,,,7.4,0.96,4.8,,,,,,,,,,,,,2.01,,,,
saldanha bay,6,,1926,739,f,18.25,,2.82,,,7.4,0.94,5,,,,,,,,,,,,,1.98,,,,
saldanha bay,6,,1926,740,m,16.95,,2.88,,,7.1,0.94,4.42,,,,,,,,,,,,,2.02,,,,
saldanha bay,6,,1926,746,f,17.9,,2.92,,,,0.91,4.5,,,,,,,,,,,,,1.85,,,,
saldanha bay,6,,1926,747,m,19.6,,3.2,,,8.2,1.02,5,,,,,,,,,,,,,,,,,
saldanha bay,6,,1926,748,f,21,,3.65,,,9.05,1.1,5.13,,,,,,,,,,,,,,,,,
saldanha bay,6,,1926,753,m,18.35,,2.87,,,7.43,0.97,4.7,,,,,,,,,,,,,,,,,
saldanha bay,6,,1926,754,f,24.3,,4.9,,,11.1,1.35,,,,,,,,,,,,,,3.1,,,,
saldanha bay,6,,1926,756,f,17.65,,2.9,,,7.05,,,,,,,,,,,,,,,,,,,
saldanha bay,6,,1926,757,f,19.65,,3.1,,,8.05,1,5.15,,,,,,,,,,,,,2.23,,,,
saldanha bay,6,,1926,759,f,17.03,,2.9,,,7.3,0.9,4.6,,,,,,,,,,,,,2.3,,,,
saldanha bay,6,,1926,760,m,18.4,,3,,,,1.01,4.8,,,,,,,,,,,,,,,,,
saldanha bay,6,,1926,761,f,22,,3.8,,,9.5,1,,,,,,,,,,,,,,2.5,,,,
saldanha bay,6,,1926,763,f,16.9,,2.45,,,6.75,0.7,4.4,,,,,,,,,,,,,1.81,,,,
saldanha bay,6,,1926,764,m,17,,2.6,,,7,0.9,4.35,,,,,,,,,,,,,1.86,,,,
